Game Title	Year Published	Question Category	Difficulty (easy, medium, hard, children)	Type (true or false, multiple choice)	Value (points)	Question	Correct	Incorrect 1	Incorrect 2	Incorrect 3
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	Thomas B. Marsh was counseled to be paitient, pray always and ______.	Follow the comforter	Preach the gospel	Cry repentance	Do good works
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	Which president of the church was single the entire time of his presidency?	Joseph Smith	Joseph F. Smith	George Albert Smith	Joseph Fielding Smith
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	In the book of Mosiah, the first account of Benjamin is not about his reign as king, but about what?	Being a father	Being a son	Being a leader	Being a prophet
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	What is Isaiah describing when he talks about a "place of refuge" from heat and storms?	Temples	Church	Homes	Celestial kingdom
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	Name the first presiding bishop of the church.	Edward Partridge	Hiram Page	Peter Whitmer	Samuel H. Smith
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	What is the 12th book in the New Testament?	Colossians	Galatians	1 Tessalonians	1 Timothy
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	He shall consecrate thine afflictions for thy ______.	Gain	Good	Sake	Experience
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	Where can we find the sacramental prayers?	D&C 20	D&C 101	D&C 10	D&C 89
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	Who became the chief judge after Alma the Younger?	Nephihah	Nehor	Amulek	Mosiah
Who Wants to Be a Celestial Heir?	2000	9	Easy	Multiple Choice	N/A	______ is the disbelief in or denial of the existance of God.	Atheism	Euthanasia	Austerity	Albinism
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	We should recieve the counsel of the prophet with all patience and ______.	Faith	Longsuffering	Soberness	Understanding
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	How many books are in the New Testament?	27	20	15	30
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	Where do we read how all people will praise the Savior during the Millennium?	2 Ne. 22:1-6	Isaiah 6:1-2	Helaman 1:3-4	Alma 2:1-5
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	How old was Noah when the flood of waters came upon the earth?	600	700	636	400
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	How many pairs of books in the Old Testament have the same name?	3	1	4	2
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	What year was Joseph Smith Born?	1805	1809	1820	1807
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	How many books are in the Old Testament?	39	50	20	25
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	David laid with Bathsheba and she conceived. Then he arranged for the death of her husband in battle. What was his name?	Uriah	Ammon	Eliam	Moab
Who Wants to Be a Celestial Heir?	2000	9	Medium	Multiple Choice	N/A	How many sections are in the Doctrine and Covenants?	138	141	131	136
Who Wants to Be a Celestial Heir?	2000	9	Hard	Multiple Choice	N/A	Who finished his book with, "the grace of our Lord Jesus Christ be with you all. Amen."	John	James	Malachi	Moroni
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	How old was King Zedekiah when he began to reign?	21	11	41	31
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of King Nebuchadnezzer's gaurd who burned the house of the Lord in 587 BC?	Nebuzar-adam	Seraiah	Zephaniah	Evil-merodach
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	... and ye shall feast upon this fruit even until ye are filled, that ye hunger not, neither shall ye thirst.	Alma 32:42	1 Nephi 8:8	1 Nephi 11:13	Mosiah 27:12
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What chapter in 2 nephi prophesies that America shall be a land of liberty where no king shall rule?	10	13	29	5
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was a name used by John the Revelator for Satan?	Abaddon	Abraham	Adam	Abyss
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Please give the reference. "Hence many are called, but few are chosen."	D&C 121:40	D&C 131:22	D&C 121:3	D&C 110:4
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Omni, the Book of Mormon writer, gave the records to his son ______.	Amaron	Chemish	Abinadom	Amaleki
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Chemish wrote one verse in the Book of Mormon after he recieved the records from Amaron. How was Chemish related to Amaron?	Brother	A son	Grandson	Nephew
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Chemish, after writing one verse in the Book of Mormon, gave the records to his son ______.	Abinadom	Omni	Enos	Amaron
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Abinadom, after writing one verse in the Book of Mormon, gave the records to his son ______.	Amaleki	Omni	Amaron	Chemish
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What hymn celebrates the fulfillment of Isaiah's prophecy of the restoration of the gospel?	The Spirit of God	High on a Mountain Top	I Believe in Christ	The Lord is My Light
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Where can we find that all men will stand in the presence of God to be judged of Him?	2 Nephi 2:10	3 Nephi 4:17	1 Nephi 16:4	2 Nephi 2:4
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Along with Joshua, who was the other faithful spy Moses sent to search the land of Canaan?	Caleb	Ammiel	Sethur	Ammon
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	An Old Testament prophet attested to the resurrection by saying, "yet in my flesh shall I see God." State the reference.	Job 19:26	Abraham 3:23	1 Samuel 16:7	Isaiah 55:3-9
Who Wants to Be a Celestial Heir?	2000	10	Easy	Multiple Choice	N/A	God's work and glory are to bring to pass the immotality and eternal life of man. State the scripture reference.	Moses 1:39	Abraham 3:23	Isaiah 1:18	1 Nephi 3:7
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	John "saw another angel fly in the midst of heaven, having the everlasting gospel to preach unto them that dwell on the earth." State the reference	Rev. 14:6	John 3:5	Rev. 6:7	III John 3:1
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	State the reference for the stone cut out of the mountain without hands which shall fill the whole earth.	Dan. 2:44-45	II Ne. 2:25	Gen. 2:25	Acts 3:27
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	The Lord told an Old Testament prophet that he knew him before he was formed in the womb. Name that prophet.	Jeremiah	Joseph	Moses	Abraham
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Who was Aaron's youngest son through whose family the high priesthood passed to Eli?	Ithamar	Jachin	Elijah	Jehoiakim
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Aaron and Moses' mother was also their aunt. What was her name?	Jochebed	Amram	Izhar	Assir
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Who was Jehoshaphat?	A king	A Prophet	A Peasant	A money changer
Who Wants to Be a Celestial Heir?	2000	10	Medium	Multiple Choice	N/A	Who was the mother of Jacob and Esau?	Rebekah	Rachel	Sariah	Leah
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of Noah's oldest son?	Japeth	Shem	Ham	Noah, Jr.
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was Joshua's father's name?	Nun	Moses	Jacob	Caleb
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	In 1 Nephi, Nephi says, "I will go and do the things which the Lord hath commanded." State the chapter and verse.	3:7	2:27	4:17	1:17
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of the father-in-law of Joseph (who was sold into Egypt)?	Potiphera	Potipher	Paaneah	Pishnash
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of the firstborn son of Joseph (who was sold into Egypt)?	Manasseh	Ephraim	Benjamin	Zaphnath
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	How many of the Presidents of the Church are buried outside of Salt Lake City?	2	3	4	5
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of the wife given by Pharaoh to Joseph (who was sold into Egypt)?	Asenath	Tilah	Milpah	Sharon
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Who baptized Paul?	Ananias	Matthew	Stephen	Peter
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What year was the official declaration made extending the priesthood to all worthy male members?	1978	1977	1979	1976
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of Jacob's fifth son and second child of Bilhah?	Naphtali	Juda	Reuben	Simeon
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	To whom did Luke address his gospel?	Theophilus	Terah	Timothy	Thomas
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the Babylonian name of the first month?	Nisan	Sharon	Artaxerxes	Bani
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the surname given by our Lord to James and John which means "Sons of Thunder"?	Boanerges	Zebedee	Dagon	Dalmanutha
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Who was the king of Babylon after the death of Belshazzar?	Darius	Nebuchadnezzar	Ramses	Pekay
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was Samson's father's name?	Manoah	Samuel	Zidon	Reuel
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Whose name means, "In him is might" or "splender".	Boaz	David	Micheal	Samson
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Who brought Peter to meet Jesus?	Andrew	Judas	Bartholomew	James
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the composition of the holy anointing oil used in the law of Moses?	Olive oil mixes with spices	Pure olive oil	The oil of certain spices	The oil of whales
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the biblical name of the Palestinian northern coast town now called Acre?	Ptolemais	Dor	Joppa	Gaza
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	How many of the Psalma are ascribed to David?	73	112	13	42
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	In what year was the Babylonian capture of Jerusalem?	587 BC	601 BC	610 BC	593 BC
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	In what year was the name "Christians" first given to believers in Jesus Christ?	AD 43	AD 68	AD 263	AD 481
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Approximately how many years was Jeremiah prophesying before Lehi left Jerusalem?	14	23	5	40
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What is the most frequent color of Jasper, a stone in the high priest's breastplate?	Purple	Green	Yellow	Rust
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	Approximately what year was the prophecy of Haggai spoken?	520 BC	600 BC	430 BC	1090 BC
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	How many times does the word Easter occur in the Bible?	1	4	0	6
Who Wants to Be a Celestial Heir?	2000	10	Hard	Multiple Choice	N/A	What was the name of the group of hills west of Heshbon overlooking the Jordan?	Nebo	Olives	Pisgah	Nahum
Zion	1959	N/A	Children	Traditional	N/A	How are we able to talk with God?	By prayer			
Zion	1959	N/A	Children	Traditional	N/A	What is the name of the hill where Joseph Smith found the gold plates?	Hill Cumorah			
Zion	1959	N/A	Children	Traditional	N/A	In order to become a member of the true church two things are required, baptism is one, what is the other?	Laying on of hands (confirmation)			
Zion	1959	N/A	Children	Traditional	N/A	What part of the Bible was written before the birth of Christ?	Old Testament			
Zion	1959	N/A	Children	Traditional	N/A	What is the name of the place wher Adam and Eve first lived?	Garden of Eden			
Zion	1959	N/A	Children	Traditional	N/A	In what river was Jesus baptized?	River Jordan			
Zion	1959	N/A	Children	Traditional	N/A	Who ate the forbidden fruit first: Adam or Eve?	Eve			
Zion	1959	N/A	Children	Traditional	N/A	Did the wise men who followed the star of Bethlehem come from the east or the west?	East			
Zion	1959	N/A	Children	Traditional	N/A	What important laws did the Lord give to Moses on 2 tablets of stone?	10 Commandments			
Zion	1959	N/A	Children	Traditional	N/A	What ordinance cleanses us of our sins?	Baptism			
Zion	1959	N/A	Children	Traditional	N/A	If the Aaronic Priesthood is the lesser priesthood, what is the name of the greater priesthood?	Melchezidek Priesthood			
Zion	1959	N/A	Children	Traditional	N/A	Who succeeded Joseph Smith as president of the church: Oliver Cowdery, Brigham or David Whitmer?	Brigham Young			
Zion	1959	N/A	Children	Multiple Choice	N/A	Where do we read the story of the Lord's 12 Apostles?	New Testament	Pearl of Great Price	Old Testament	
Zion	1959	N/A	Children	Multiple Choice	N/A	Who was killed with Joseph Smith?	Hyrum Smith	John Taylor	Oliver Cowdery	
Zion	1959	N/A	Children	Multiple Choice	N/A	Would Adam and Eve have lived forever if they had not eaten the forbidden fruit?	Yes	No		
Zion	1959	N/A	Children	Multiple Choice	N/A	Is this the only Earth where people are living?	No	Yes		
Zion	1959	N/A	Children	Multiple Choice	N/A	What happened after the Lord appeared to Saul?	Could not see	Could not speak	Did not believe his message	
Zion	1959	N/A	Children	Multiple Choice	N/A	Did Joseph Smith's parent's believe that he had seen God and Jesus?	Yes	No		
Zion	1959	N/A	Children	Multiple Choice	N/A	Are John the Baptist and John the Revelator teo names for the same person?	No	Yes		
Zion	1959	N/A	Children	Multiple Choice	N/A	Did the Nephites see a new star at the time of the Savior's birth?	Yes	No		
Zion	1959	N/A	Children	Multiple Choice	N/A	Is the office of Elder in the Aaronic or Melchizedek Priesthood?	Melchezidek Priesthood	Aaronic Priesthood		
Zion	1959	N/A	Children	Multiple Choice	N/A	When Moses went up into the mountain, what did the children of Israel start to worship?	Golden Calf	Silver sheep	Brass bull	
Zion	1959	N/A	Children	Multiple Choice	N/A	Was Jesus born in April or December?	April	December		
Zion	1959	N/A	Children	Traditional	N/A	How many thieves were crucified with Jesus?	Two			
Zion	1959	N/A	Children	Multiple Choice	N/A	What language was inscribed on the gold plates?	Egyptian	Indian	Jewish	
Zion	1959	N/A	Children	Traditional	N/A	What are the two main divisions of the Bible?	Old Testament and New Testament			
Zion	1959	N/A	Children	Traditional	N/A	What giant did David kill with a sling-shot and a stone?	Goliath			
Zion	1959	N/A	Children	Multiple Choice	N/A	What did David do to Goliath after he had killed him?	Cut off his head	Cut off his arm	Ran and told the King	
Zion	1959	N/A	Children	Multiple Choice	N/A	Are Adam and Gabriel two names for the same man?	No	Yes		
Zion	1959	N/A	Children	Multiple Choice	N/A	Was David, the killer of Goliath, a:	Shepherd boy	Prince	Phillistine	
Zion	1959	N/A	Children	Multiple Choice	N/A	What people did Jesus preach to?	The Jews	The Gentiles	The Romans	
Zion	1959	N/A	Children	Traditional	N/A	On what holiday do we celebrate the resurrection of the Savior?	Easter			
Zion	1959	N/A	Children	Multiple Choice	N/A	Do we pray to Heavenly Father or Jesus?	Heavenly Father	Jesus		
Zion	1959	N/A	Children	Multiple Choice	N/A	Where do we read about the Joseph Smith Story?	Pearl of Great Price	Doctrine and Covenants	Book of Mormon	
Zion	1959	N/A	Children	Traditional	N/A	How many apostles are there in a quorum?	Twelve			
Zion	1959	N/A	Children	Traditional	N/A	What law requires us to pay 10% of our earnings to the Lord?	Law of Tithing			
Zion	1959	N/A	Children	Multiple Choice	N/A	What church did the Lord tell Joseph Smith to join?	None of them	Jew	Catholic	
Zion	1959	N/A	Children	Multiple Choice	N/A	How long did Noah preach to the people before the flood?	120 years	12 years	66 years	
Zion	1959	N/A	Children	Multiple Choice	N/A	Who was the president of the church when the pioneers came to Utah?	Brigham Young	Joseph Smith	Wilford Woodruff	
Zion	1959	N/A	Children	Traditional	N/A	What person does the statue on top of the Salt Lake Temple represent?	Angel Moroni			
Zion	1959	N/A	Children	Traditional	N/A	Who is the mother of Jesus	Mary			
Zion	1959	N/A	Children	Traditional	N/A	How many apostles did Jesus choose in the Holy Land?	Twelve			
Zion	1959	N/A	Children	Traditional	N/A	Who was the apostle that betrayed Jesus?	Judas			
Zion	1959	N/A	Children	Traditional	N/A	What is the age that a boy is usually ordained a Teacher in the Aaronic Priesthood?	14 years			
Zion	1959	N/A	Children	Multiple Choice	N/A	Why were the people building the Tower of Babel?	To reach heaven	To spy on the Christians	To make a fort	
Zion	1959	N/A	Children	Multiple Choice	N/A	Did Jesus visit the Nephites in America?	Yes	No		
Zion	1959	N/A	Children	Multiple Choice	N/A	Did Jesus preach to the people in America:	After	Before	Both before and after his resurrection	
Zion	1959	N/A	Children	Traditional	N/A	What was the name of Joseph Smith's father?	Joseph Smith Sr.			
Zion	1959	N/A	Children	Multiple Choice	N/A	Can a priest go on a mission?	No	Yes		
Zion	1959	N/A	Children	Multiple Choice	N/A	What is the study of our dead ancestors called?	Genealogy	Geology		
Zion	1959	N/A	Medium	Traditional	N/A	How long did Lehi's party spend in the wildreness before sailing to the American Continent?	8 years			
Zion	1959	N/A	Easy	Traditional	N/A	Who was the last prophet of the Jaredites?	Ether			
Zion	1959	N/A	Medium	Traditional	N/A	From what tribe of Israel did Lehi descend?	Manassah			
Zion	1959	N/A	Easy	Traditional	N/A	I was named after my father. I fought against the true church as a young man until an angel appeared before meand told me to repent. Who am I?	Alma the Younger			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who killed Gideon?	Corihor	Teancum	Nehor	
Zion	1959	N/A	Easy	Multiple Choice	N/A	What did the Priests of Noah do to the Lamanite girls that they kidnapped?	Married them	Killed them	Fed them to wild beasts	
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who was with Alma when the prison walls collapsed, permitting them to escape?	Amulek	Mosiah	Limhi	
Zion	1959	N/A	Hard	Traditional	N/A	What was the approximate date - to the nearest 100 years - that the Jaredites arrived on the American Continent?	2247 BC			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who recieve the plates from Alma?	Helaman	Shiblon	Corianton	
Zion	1959	N/A	Easy	Multiple Choice	N/A	Which one of Alma's sons was guilty of many sins?	Corianton	Shiblon	Helaman	
Zion	1959	N/A	Easy	Traditional	N/A	I was a king of the Nephites. My father was Mosiah. I spoke on being in the service of your fellow men. Who am I?	Benjamin			
Zion	1959	N/A	Medium	Traditional	N/A	How long was Christ's ministry among the Nephites?	3 days			
Zion	1959	N/A	Medium	Traditional	N/A	Name the leader of the people who came to the American Continent about 600 BC and where of the tribe of Judah?	Mulek			
Zion	1959	N/A	Medium	Multiple Choice	N/A	How long after the Lord's ministry among the Nephites did they live in peace?	200 years	100 years	50 years	
Zion	1959	N/A	Easy	Traditional	N/A	For what reasons did Nephi return to Jerusalem twice at his fahter's request?	To get the Brass Plates			
Zion	1959	N/A	Medium	Multiple Choice	N/A	What people merged with the Nephites?	Mulekites	Jaredites		
Zion	1959	N/A	Hard	Traditional	N/A	What was the Jaredite name for the Hill Cumorah	Ramah			
Zion	1959	N/A	Easy	Traditional	N/A	Who was the last prophet to write in the Book of Mormon?	Moroni			
Zion	1959	N/A	Easy	Traditional	N/A	Who was directed to the home of Amulek and later became Amulek's missionary companion?	Alma			
Zion	1959	N/A	Easy	Traditional	N/A	What group of wicked men did Alma the elder belong to prior to his conversion?	Priests of Noah			
Zion	1959	N/A	Medium	Multiple Choice	N/A	How many barges did the Jaredites build?	8	16	20	
Zion	1959	N/A	Medium	Multiple Choice	N/A	Who was Limhi the son of?	Noah	Mosiah	Gideon	
Zion	1959	N/A	Medium	Traditional	N/A	Who was the last king of the Jaredites?	Coriantumr			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Was Nephi told by the Lord to preach to the Jews before they left Jerusalem?	No	Yes		
Zion	1959	N/A	Medium	Traditional	N/A	What two sons were born to Lehi in the desert?	Jacob and Joseph			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Was Ether a prophet or a king?	Prophet	King		
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who were the most righteous people during the time of Samuel the Lamanite?	Lamanites	Jaredites	Nephites	
Zion	1959	N/A	Hard	Multiple Choice	N/A	In what year were the gold plates buried by Moroni?	421 AD	225 AD	128 BC	
Zion	1959	N/A	Medium	Multiple Choice	N/A	Was Zeniff:	A Nephite spy	One of Noah's priests	A righteous Lamanite ruler	
Zion	1959	N/A	Easy	Traditional	N/A	I was a powerful man in Jerusalem. I had the brass plates. I was beheaded by my own sword. Who am I?	Laban			
Zion	1959	N/A	Medium	Traditional	N/A	Who was Jesus speaking of when he said: "Other sheep I have which are not of this fold; them also I must bring, and they shall hear my voice..."?	Nephites			
Zion	1959	N/A	Medium	Traditional	N/A	Who was the great Lamanite prophet that called the Nephites to repentance before the birth of the Lord?	Lehi			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Who was Gadianton's cohort before he was killed by Helaman's servants?	Kishkuman	Cezoram	Moronihah	
Zion	1959	N/A	Easy	Traditional	N/A	What group of wicked men in the Book of Mormon were organized into bands of robbers?	Gadianton robbers			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Nephi, the son of Helaman, prophesied that the wicked judge had been killed by his brother. Was Nephi killed for the crime, accused of the murder, or declared a prophet?	Accused of the murder	Killed for the crime	Declared a prophet	
Zion	1959	N/A	Medium	Multiple Choice	N/A	How were the Nephites governed after the death of Mosiah?	By judges	By kings	By dictators	
Zion	1959	N/A	Medium	Multiple Choice	N/A	Did the 3 Nephites that were spared death ever minister to any of the prophetsin the Book of Mormon after the Savior's departure?	Yes	No		
Zion	1959	N/A	Easy	Multiple Choice	N/A	How did the Lord permit Alma and his people to escape from the Lamanites?	By causing a deep sleep to come over the Lamanites	By raining fire from heaven on the Lamanites	By blinding the Lamanites	
Zion	1959	N/A	Medium	Traditional	N/A	To what man among the Jaredites did Christ appear?	Brother of Jared			
Zion	1959	N/A	Easy	Traditional	N/A	What book in the Book of Mormon contains the story of Christ's visit among the Nephites?	III Nephi			
Zion	1959	N/A	Medium	Traditional	N/A	What great Nephite warrior chasd King Noah up a tower but spared his life when he saw the Lamanite army approaching?	Gideon			
Zion	1959	N/A	Easy	Traditional	N/A	What did the iron rod represent in Lehi's vision?	Word of God			
Zion	1959	N/A	Medium	Multiple Choice	N/A	What set of plates did Mormon not abridge?	The small plates of Nephi	The Large plates of Nephi		
Zion	1959	N/A	Easy	Multiple Choice	N/A	Was Anti--Nephi-Lehi the name of:	Converted Lamanites	Bitter enemirs of the Nephites	A group of rebelious Nephites	
Zion	1959	N/A	Hard	Multiple Choice	N/A	How did the Lord punish the Jaredites for their wickedness?	Brought a plague of poisonous snakes	Caused a famine to come into the land	Caused an earthquake to destroy their cities	
Zion	1959	N/A	Medium	Traditional	N/A	Who was the first martyr in the Book of Mormon to die by fire?	Abinadi			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Did Nephi have any sisters?	Yes	No		
Zion	1959	N/A	Hard	Traditional	N/A	What great city was founded by the Mulekites?	Zarahemla			
Zion	1959	N/A	Easy	Traditional	N/A	The Jaredite barges were described as being tight like a ______.	Dish			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Did the Nephites offer sacrifices to the Lord when he visited them?	Yes	No		
Zion	1959	N/A	Hard	Multiple Choice	N/A	Does the Bible say how deep the water was during the flood of Noah?	Yes	No		
Zion	1959	N/A	Easy	Traditional	N/A	Who was the son of Zacharias and Elizabeth that became a great prophet?	John the Baptist			
Zion	1959	N/A	Easy	Traditional	N/A	What Old Testament prophet killed an Egyptian taskmaster for beating an Israelite?	Moses			
Zion	1959	N/A	Easy	Multiple Choice	N/A	What man did Jesus raise from the dead?	Lazarus	Nicodemus	Phillip	
Zion	1959	N/A	Medium	Traditional	N/A	What girl danced before king Herod for the head of John the Baptist?	Salome			
Zion	1959	N/A	Easy	Traditional	N/A	Who was Isaac's wife?	Rebekah			
Zion	1959	N/A	Easy	Traditional	N/A	Who dipped himself 7 times in the River Jordan to cleanse his body of a disease?	Naaman			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Who helped Joseph prepare the Lord's body for burial?	Nicodemus	John	Mary	
Zion	1959	N/A	Hard	Multiple Choice	N/A	Over what land was Melchizedek King?	Salem	Chaldees	Sodom	
Zion	1959	N/A	Medium	Traditional	N/A	I was a prophet in the Old Testament. I told Naaman how to rid himself of his disease. Who am I?	Elisha			
Zion	1959	N/A	Medium	Traditional	N/A	Who said: "I know that my redeemer liveth, and that he shall stand at the latter day upon the earth; and though after my skin worms destroy this body, yet in my flesh shall I see God"?	Job			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Who was Jacob's father-in-law?	Laban	Hagar	Melchizedek	
Zion	1959	N/A	Hard	Multiple Choice	N/A	How old was John the Baptist when he was ordained to the priesthood?	8 days	8 months	8 years	
Zion	1959	N/A	Easy	Traditional	N/A	Who were Isaac's twin sons?	Esau and Jacob			
Zion	1959	N/A	Easy	Traditional	N/A	How long did Jesus fast before he was tempted by Satan in the wilderness?	40 days			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Hannah was an old lady when she gave birth to an Old Testament prophet. Was he David, Daniel, or Samuel?	Samuel	David	Daniel	
Zion	1959	N/A	Medium	Traditional	N/A	What apostles were with the Savior at the Transfiguration?	Peter, James and John			
Zion	1959	N/A	Medium	Traditional	N/A	What Old Testament prophet was known as the "Tishbite"?	Elijah			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Did the Roman soldiers break the Lord's legs to speed up his death on the cross?	No	Yes		
Zion	1959	N/A	Easy	Traditional	N/A	What was the serious disease with which Naaman was afflicted?	Leprosy			
Zion	1959	N/A	Medium	Traditional	N/A	What apostle objected when Mary annointed Jesus' feet with costly ointment?	Judas			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who was Moses' father-in-law?	Jethro	Joshua	Melchizedek	
Zion	1959	N/A	Medium	Traditional	N/A	What relationship, other than husband and wife, were Jacob and Rachel?	Cousins			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Did the people in Nazareth believe the savior's message at the beginning of his ministry?	No	Yes		
Zion	1959	N/A	Medium	Traditional	N/A	What book in the Bible contains the Lord's prayer?	Matthew			
Zion	1959	N/A	Easy	Multiple Choice	N/A	Who was Jacob's youngest son?	Benjamin	Joseph	Reuben	
Zion	1959	N/A	Medium	Traditional	N/A	Who said: "Blessed art thou among women. Whence is this to me that the mother of my Lord should come to me"?	Elizabeth			
Zion	1959	N/A	Medium	Multiple Choice	N/A	Did Jesus have any brothers and sisters?	Yes	No		
Zion	1959	N/A	Medium	Multiple Choice	N/A	Who was the first king of the Israelites after their arrival in the Holy Land from Egypt?	Saul	Eli	Samuel	
Zion	1959	N/A	Easy	Multiple Choice	N/A	What woman in the Old Testament became queen of Persia and saved her people from destruction by the Persians?	Esther	Miriam	Ruth	
Zion	1959	N/A	Hard	Multiple Choice	N/A	How long did Methuselah live?	969 years	981 years	945 years	
Zion	1959	N/A	Hard	Multiple Choice	N/A	Who was Noah's youngest son?	Ham	Shem	Japeth	
Zion	1959	N/A	Easy	Traditional	N/A	What two cities beginning with "S" and "G" were destroyed in the Old Testament because of their wickedness?	Sodom and Gomorrah			
